,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
592,25,42000,RENT,2.0,EDUCATION,C,20000,13.47,1,0.48,N,4
4274,23,40000,MORTGAGE,,EDUCATION,A,4000,6.39,0,0.1,N,3
24902,29,34900,RENT,2.0,MEDICAL,B,11200,9.99,1,0.32,N,10
23073,35,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,2000,6.91,0,0.03,N,6
13663,23,95000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4500,6.92,0,0.05,N,3
3737,24,24996,RENT,0.0,PERSONAL,B,4000,9.45,0,0.16,N,3
27139,30,21600,RENT,2.0,DEBTCONSOLIDATION,C,1500,14.72,0,0.07,Y,8
18475,28,89250,RENT,0.0,MEDICAL,E,20000,,1,0.19,N,8
11930,24,78000,MORTGAGE,0.0,VENTURE,A,2300,,0,0.03,N,4
13375,23,26000,RENT,3.0,DEBTCONSOLIDATION,A,2700,7.29,0,0.1,N,3
29558,44,100000,RENT,5.0,EDUCATION,A,13500,8.9,0,0.14,N,17
22209,29,53004,MORTGAGE,2.0,HOMEIMPROVEMENT,A,15000,9.63,0,0.28,N,10
13539,24,70000,RENT,3.0,HOMEIMPROVEMENT,A,12500,7.88,0,0.18,N,3
1240,24,44000,RENT,8.0,MEDICAL,A,16000,7.49,1,0.36,N,2
9532,26,62361,MORTGAGE,6.0,PERSONAL,B,21650,12.69,0,0.35,N,4
29279,38,56524,RENT,16.0,HOMEIMPROVEMENT,B,22000,10.75,1,0.39,N,15
29030,35,86000,OWN,5.0,PERSONAL,B,18000,,0,0.21,N,9
24642,28,65004,RENT,12.0,PERSONAL,A,10000,7.88,0,0.15,N,6
22963,32,37050,RENT,2.0,DEBTCONSOLIDATION,A,8000,8.0,0,0.22,N,6
5284,24,50004,RENT,5.0,PERSONAL,A,5000,7.14,0,0.1,N,3
1540,23,30000,RENT,1.0,PERSONAL,D,1450,15.58,1,0.05,N,4
9482,23,90000,RENT,5.0,MEDICAL,A,8000,6.92,0,0.09,N,3
10112,22,56400,RENT,2.0,DEBTCONSOLIDATION,A,9500,8.9,0,0.17,N,4
20405,27,60000,RENT,6.0,DEBTCONSOLIDATION,B,4500,12.69,0,0.07,N,7
31221,42,42000,RENT,0.0,PERSONAL,B,12000,10.37,0,0.29,N,11
22385,27,35520,RENT,1.0,VENTURE,D,7000,14.91,1,0.2,Y,8
31508,38,100000,RENT,0.0,DEBTCONSOLIDATION,C,14000,13.23,0,0.14,Y,14
17913,30,270000,MORTGAGE,7.0,HOMEIMPROVEMENT,E,35000,19.69,0,0.13,N,8
28138,33,42996,RENT,2.0,VENTURE,A,8200,7.88,0,0.19,N,9
21000,30,45000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,7500,7.9,0,0.17,N,5
30419,37,54996,MORTGAGE,5.0,HOMEIMPROVEMENT,A,7000,6.92,0,0.13,N,13
31728,42,98603,MORTGAGE,19.0,MEDICAL,C,24250,14.22,1,0.21,N,14
27723,27,175000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,11500,7.51,0,0.07,N,7
20032,32,25000,RENT,9.0,DEBTCONSOLIDATION,B,3700,9.91,0,0.15,N,6
32332,51,45000,RENT,1.0,DEBTCONSOLIDATION,A,16000,7.9,1,0.36,N,19
117,22,42000,RENT,6.0,MEDICAL,D,25000,14.59,1,0.6,Y,2
26611,30,108000,MORTGAGE,14.0,HOMEIMPROVEMENT,B,5000,10.99,0,0.05,N,5
24072,35,38004,RENT,4.0,MEDICAL,B,10000,9.99,0,0.26,N,7
10752,24,40000,RENT,0.0,PERSONAL,A,10000,8.49,0,0.25,N,3
26590,27,107000,MORTGAGE,11.0,VENTURE,B,35000,9.63,0,0.33,N,7
4847,26,36000,RENT,4.0,VENTURE,B,5000,10.37,0,0.14,N,4
6654,23,54516,RENT,,VENTURE,B,6000,9.91,0,0.11,N,3
4041,26,40000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,12000,13.49,0,0.3,N,2
27358,31,135000,MORTGAGE,9.0,VENTURE,A,10000,7.14,0,0.07,N,6
4356,24,20000,RENT,5.0,MEDICAL,B,4800,11.14,0,0.24,N,4
31960,37,74568,RENT,0.0,PERSONAL,C,6000,14.26,0,0.08,Y,16
19652,28,35000,RENT,12.0,EDUCATION,D,3200,15.21,0,0.09,N,6
22843,35,58788,MORTGAGE,8.0,DEBTCONSOLIDATION,B,2200,11.99,0,0.04,N,6
30,21,11520,OWN,5.0,MEDICAL,B,2000,11.12,1,0.17,N,3
18477,27,120000,RENT,1.0,DEBTCONSOLIDATION,A,20000,6.54,0,0.17,N,9
30691,37,61260,MORTGAGE,2.0,MEDICAL,A,6350,7.51,0,0.1,N,14
13951,22,99000,MORTGAGE,6.0,VENTURE,A,18000,8.9,0,0.18,N,3
23935,27,68000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,3000,14.65,0,0.04,Y,10
16301,24,31000,RENT,2.0,EDUCATION,C,10000,14.65,1,0.32,Y,3
31262,39,84000,OWN,12.0,EDUCATION,A,9875,7.51,0,0.12,N,15
13419,24,21600,RENT,0.0,EDUCATION,E,2600,19.29,1,0.12,Y,4
23296,28,63000,RENT,10.0,VENTURE,D,8000,16.29,0,0.13,N,7
18516,30,36432,RENT,1.0,EDUCATION,D,19000,15.21,1,0.52,Y,5
14454,22,107000,MORTGAGE,2.0,MEDICAL,C,17400,13.47,0,0.16,N,4
6897,25,78000,RENT,1.0,PERSONAL,A,6000,9.63,0,0.08,N,4
28444,30,57000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,4000,8.0,0,0.07,N,8
26188,32,52392,RENT,9.0,HOMEIMPROVEMENT,B,14000,,0,0.27,N,10
11176,22,50000,RENT,6.0,MEDICAL,A,10000,7.88,0,0.2,N,3
32289,40,33000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,1000,,0,0.03,N,15
31908,45,54000,RENT,1.0,DEBTCONSOLIDATION,B,19425,11.99,1,0.36,N,17
7401,25,42000,RENT,2.0,MEDICAL,B,6600,10.65,0,0.16,N,4
6067,25,48000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,1000,13.49,0,0.02,Y,3
10776,22,70000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,6000,5.42,0,0.09,N,2
843,25,85000,RENT,7.0,MEDICAL,E,20000,17.39,1,0.2,N,2
21703,31,50000,MORTGAGE,0.0,MEDICAL,B,18225,10.99,0,0.36,N,10
20862,33,44000,MORTGAGE,17.0,VENTURE,A,16000,7.9,0,0.36,N,10
10168,24,40000,RENT,2.0,VENTURE,C,9600,14.65,0,0.24,N,4
8537,26,78000,RENT,6.0,VENTURE,D,7800,16.77,0,0.1,N,3
31318,39,85000,RENT,7.0,EDUCATION,B,12000,10.74,0,0.14,N,13
31278,37,85000,MORTGAGE,17.0,HOMEIMPROVEMENT,B,8000,11.99,0,0.09,N,17
24274,28,70834,MORTGAGE,4.0,PERSONAL,B,20000,12.21,0,0.28,N,9
28891,29,42000,RENT,6.0,VENTURE,C,18000,14.65,1,0.43,Y,8
23923,27,67500,MORTGAGE,0.0,DEBTCONSOLIDATION,A,1000,7.4,0,0.01,N,7
32471,53,54000,RENT,,MEDICAL,D,10000,14.59,1,0.19,Y,27
16260,22,30000,RENT,2.0,DEBTCONSOLIDATION,B,6000,12.42,0,0.2,N,4
30638,45,54000,MORTGAGE,1.0,EDUCATION,D,7750,16.07,1,0.14,N,13
28899,28,48996,RENT,8.0,MEDICAL,D,15000,14.09,1,0.31,Y,5
17156,24,47211,OWN,8.0,HOMEIMPROVEMENT,B,10000,11.83,0,0.21,N,3
29220,47,90000,RENT,1.0,VENTURE,D,25000,15.65,1,0.28,Y,17
11394,25,60000,RENT,1.0,PERSONAL,A,10000,,0,0.17,N,4
26218,35,98320,MORTGAGE,15.0,PERSONAL,B,10425,11.49,0,0.11,N,9
14087,23,95000,RENT,0.0,EDUCATION,B,14000,12.69,0,0.15,N,2
9111,23,60000,MORTGAGE,4.0,EDUCATION,A,10000,,0,0.17,N,4
27612,30,37800,RENT,4.0,MEDICAL,B,15050,9.99,1,0.4,N,7
12084,26,79380,MORTGAGE,5.0,EDUCATION,C,10000,12.23,0,0.13,Y,3
9107,26,62000,RENT,1.0,MEDICAL,C,5200,15.96,0,0.08,N,4
17141,25,32000,RENT,1.0,MEDICAL,D,6000,12.92,1,0.19,N,2
14493,24,108000,MORTGAGE,5.0,EDUCATION,D,9950,14.96,0,0.09,Y,4
557,24,79000,RENT,8.0,HOMEIMPROVEMENT,A,21000,7.9,0,0.27,N,2
9646,26,44000,RENT,0.0,MEDICAL,E,8400,14.5,1,0.19,Y,3
13638,26,50000,RENT,0.0,MEDICAL,C,13000,12.09,0,0.26,N,3
27552,30,19200,OWN,,PERSONAL,A,2100,7.14,0,0.11,N,5
753,23,79000,RENT,5.0,EDUCATION,D,20000,16.89,0,0.25,Y,4
12987,23,86250,MORTGAGE,5.0,VENTURE,A,20000,6.91,0,0.23,N,2
31216,40,80004,MORTGAGE,15.0,EDUCATION,A,9500,7.51,0,0.12,N,12
16694,26,52000,MORTGAGE,6.0,PERSONAL,B,3300,10.99,0,0.06,N,2
6336,23,49000,MORTGAGE,7.0,MEDICAL,A,2400,7.66,0,0.05,N,3
3857,25,38880,MORTGAGE,1.0,PERSONAL,A,9500,7.51,0,0.24,N,4
3035,24,59000,RENT,8.0,MEDICAL,C,3200,13.8,1,0.05,N,3
3614,26,38000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,8875,7.51,0,0.23,N,2
17519,24,91000,MORTGAGE,0.0,PERSONAL,A,1000,7.68,0,0.01,N,4
18581,31,75000,RENT,4.0,HOMEIMPROVEMENT,A,18000,8.9,0,0.24,N,6
4677,25,60000,RENT,4.0,PERSONAL,A,9800,,0,0.16,N,3
24077,27,38400,RENT,5.0,MEDICAL,C,10000,15.23,0,0.26,Y,7
23212,34,20000,RENT,0.0,MEDICAL,F,5000,18.43,1,0.25,N,9
28957,29,158000,OWN,13.0,VENTURE,A,11000,8.49,0,0.07,N,7
17907,28,280000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,20000,11.36,0,0.07,N,5
16572,24,200000,RENT,8.0,VENTURE,B,12000,12.69,0,0.06,N,2
1288,23,25500,MORTGAGE,2.0,DEBTCONSOLIDATION,C,7850,13.49,0,0.31,N,4
312,24,158004,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.16,Y,2
20904,34,84000,RENT,3.0,PERSONAL,A,9000,5.79,0,0.11,N,10
22321,34,28704,RENT,0.0,MEDICAL,A,7000,9.32,0,0.24,N,10
11704,22,58650,MORTGAGE,6.0,MEDICAL,D,25000,14.96,1,0.36,N,2
22895,30,59500,MORTGAGE,15.0,HOMEIMPROVEMENT,A,15000,6.54,0,0.25,N,8
25515,35,69000,RENT,1.0,EDUCATION,B,12000,11.26,1,0.17,N,5
19947,34,35000,RENT,3.0,MEDICAL,C,10600,15.96,0,0.3,N,10
17256,24,136000,MORTGAGE,9.0,DEBTCONSOLIDATION,F,25000,19.13,1,0.18,N,3
13531,26,93000,MORTGAGE,4.0,PERSONAL,C,5600,,0,0.06,Y,4
4126,23,40000,MORTGAGE,7.0,PERSONAL,B,4000,10.99,0,0.1,N,4
13405,21,22240,RENT,5.0,MEDICAL,B,2650,9.88,0,0.12,N,3
23997,27,33600,RENT,3.0,DEBTCONSOLIDATION,C,10000,14.72,0,0.3,N,8
7969,23,49000,MORTGAGE,7.0,MEDICAL,D,5000,15.21,1,0.1,N,2
6603,24,50000,MORTGAGE,5.0,PERSONAL,B,3500,10.99,0,0.07,N,2
12716,26,66000,RENT,3.0,MEDICAL,B,12000,11.83,0,0.18,N,2
21467,27,18000,RENT,0.0,DEBTCONSOLIDATION,A,6000,7.49,1,0.33,N,5
1379,22,36000,RENT,,MEDICAL,B,1000,9.88,0,0.03,N,3
754,23,80000,RENT,4.0,MEDICAL,A,20000,7.9,0,0.25,N,4
31045,46,63000,RENT,18.0,HOMEIMPROVEMENT,B,10000,10.51,0,0.16,N,11
30642,39,60000,RENT,3.0,PERSONAL,B,8000,9.88,0,0.13,N,14
22812,28,32000,RENT,2.0,MEDICAL,C,7750,14.22,0,0.24,Y,5
9565,23,62500,MORTGAGE,4.0,DEBTCONSOLIDATION,A,23525,7.9,0,0.38,N,3
8424,23,87000,RENT,1.0,DEBTCONSOLIDATION,B,7500,10.33,0,0.09,N,2
3481,26,48000,RENT,2.0,EDUCATION,A,10700,9.63,0,0.22,N,4
26531,29,105000,MORTGAGE,3.0,VENTURE,A,20000,6.91,0,0.19,N,8
20572,27,41500,OWN,11.0,VENTURE,A,4500,7.49,0,0.11,N,5
27995,27,31500,RENT,10.0,DEBTCONSOLIDATION,C,6000,12.84,1,0.19,N,8
3942,22,47004,RENT,2.0,PERSONAL,A,4000,,0,0.09,N,3
29589,37,14400,RENT,4.0,VENTURE,C,3000,13.61,1,0.21,N,17
23660,28,65000,MORTGAGE,3.0,VENTURE,A,10000,7.49,0,0.15,N,5
9218,24,60000,MORTGAGE,0.0,PERSONAL,B,15000,11.89,0,0.25,N,2
18412,28,78000,RENT,5.0,HOMEIMPROVEMENT,B,20000,11.48,0,0.26,N,5
4431,22,38790,RENT,0.0,EDUCATION,C,4800,13.8,0,0.12,Y,3
10628,21,36000,RENT,3.0,EDUCATION,B,10000,10.62,0,0.28,N,3
11142,24,50000,RENT,1.0,PERSONAL,B,10000,11.71,0,0.2,N,2
8647,26,30000,RENT,0.0,EDUCATION,B,8000,9.91,1,0.27,N,2
28475,27,45727,MORTGAGE,5.0,VENTURE,D,1000,16.29,0,0.02,N,5
32164,46,60000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,5000,11.72,0,0.08,N,13
3617,23,36000,RENT,4.0,DEBTCONSOLIDATION,B,3700,9.25,0,0.1,N,2
28764,28,38000,RENT,12.0,PERSONAL,A,3200,9.63,0,0.08,N,9
29735,36,55000,RENT,6.0,HOMEIMPROVEMENT,B,10900,12.42,0,0.2,N,13
17326,24,72000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,8000,12.21,0,0.11,N,3
18622,29,88000,RENT,8.0,DEBTCONSOLIDATION,C,17600,14.26,0,0.2,Y,6
7549,26,31836,RENT,1.0,VENTURE,C,6400,14.35,0,0.2,N,4
12659,23,84000,MORTGAGE,7.0,PERSONAL,B,25000,10.25,0,0.3,N,2
26453,27,102000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,15000,12.84,0,0.15,N,7
24862,28,90000,RENT,1.0,PERSONAL,A,10200,8.9,0,0.11,N,8
14737,23,42000,RENT,7.0,VENTURE,C,15000,13.49,1,0.36,N,3
965,21,36000,RENT,,PERSONAL,B,18000,9.88,1,0.5,N,3
18187,30,170000,RENT,14.0,HOMEIMPROVEMENT,D,25000,15.21,0,0.15,N,5
1495,25,60000,RENT,0.0,MEDICAL,A,1200,7.66,0,0.02,N,3
1195,26,47000,RENT,0.0,MEDICAL,A,16500,,1,0.35,N,4
12293,22,36000,RENT,6.0,VENTURE,B,12000,11.49,1,0.33,N,2
15479,24,128000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,18000,17.27,1,0.14,Y,2
9680,23,63150,MORTGAGE,7.0,MEDICAL,B,12000,9.91,0,0.19,N,2
9133,25,33600,RENT,5.0,PERSONAL,A,5075,5.79,0,0.15,N,2
27539,27,149616,OWN,0.0,MEDICAL,C,15000,11.03,0,0.1,N,10
19492,28,50000,RENT,5.0,PERSONAL,C,12000,13.11,0,0.24,N,10
17010,22,35000,RENT,1.0,EDUCATION,C,5700,12.99,0,0.16,Y,2
9615,24,35000,RENT,3.0,VENTURE,C,8400,12.87,0,0.24,Y,4
16974,23,39000,RENT,1.0,PERSONAL,B,12000,10.99,1,0.31,N,2
22429,33,48000,RENT,1.0,MEDICAL,B,7000,11.99,0,0.15,N,8
18706,33,25000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,3000,12.53,0,0.12,Y,10
15109,22,24744,OWN,5.0,VENTURE,B,5000,11.89,0,0.2,N,2
8798,25,60000,MORTGAGE,10.0,PERSONAL,A,3600,5.99,0,0.06,N,3
8076,25,54990,RENT,4.0,DEBTCONSOLIDATION,C,7200,15.27,0,0.13,Y,3
29751,40,117000,RENT,4.0,HOMEIMPROVEMENT,B,10625,11.14,0,0.09,N,13
26582,28,106358,MORTGAGE,5.0,EDUCATION,A,13125,7.66,0,0.12,N,7
26722,32,110000,OWN,16.0,EDUCATION,B,9000,11.48,0,0.08,N,10
9236,26,23484,RENT,,VENTURE,A,5000,7.49,0,0.21,N,2
23274,28,26400,RENT,7.0,PERSONAL,C,5000,13.11,1,0.19,Y,6
29517,36,30123,RENT,5.0,MEDICAL,C,2000,14.26,0,0.07,Y,12
20402,28,49000,RENT,12.0,HOMEIMPROVEMENT,C,4500,14.27,1,0.09,N,10
11576,26,68000,RENT,3.0,EDUCATION,D,10000,15.05,0,0.15,N,4
1739,26,19392,RENT,7.0,DEBTCONSOLIDATION,C,1900,,0,0.1,Y,3
7647,22,47000,RENT,3.0,DEBTCONSOLIDATION,B,6850,10.65,1,0.15,N,4
22112,30,30000,RENT,4.0,HOMEIMPROVEMENT,D,6500,15.65,1,0.22,Y,6
8609,23,59004,OWN,3.0,VENTURE,A,4000,6.99,0,0.07,N,3
3652,25,38000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,9000,6.99,0,0.24,N,4
3183,26,42000,RENT,3.0,PERSONAL,B,3500,10.74,0,0.08,N,4
19204,31,30792,MORTGAGE,15.0,HOMEIMPROVEMENT,A,5000,8.32,0,0.16,N,9
23145,30,60000,MORTGAGE,8.0,PERSONAL,C,7400,13.11,0,0.12,Y,5
13971,25,99600,MORTGAGE,1.0,HOMEIMPROVEMENT,B,12800,12.42,0,0.13,N,4
16565,23,26400,RENT,7.0,EDUCATION,A,3800,7.9,0,0.14,N,2
9711,24,57655,MORTGAGE,7.0,MEDICAL,D,9925,15.58,1,0.17,N,2
21079,27,45000,OWN,5.0,EDUCATION,C,15250,13.98,0,0.34,N,10
20266,29,60000,RENT,0.0,HOMEIMPROVEMENT,A,4000,7.88,0,0.07,N,6
25965,35,94000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,10000,7.49,0,0.11,N,9
7236,24,52000,MORTGAGE,8.0,MEDICAL,A,14500,7.29,0,0.28,N,4
190,26,66996,RENT,10.0,PERSONAL,D,25000,15.21,1,0.37,Y,2
19258,27,31200,OWN,0.0,MEDICAL,F,14000,18.09,1,0.45,Y,6
28947,28,37090,RENT,2.0,DEBTCONSOLIDATION,B,3000,11.12,0,0.08,N,5
23827,27,54000,RENT,4.0,PERSONAL,D,9600,12.17,1,0.18,Y,9
21565,27,33600,RENT,2.0,PERSONAL,D,6000,14.91,1,0.18,Y,5
9253,22,60000,MORTGAGE,6.0,MEDICAL,A,8000,8.07,0,0.13,N,4
14844,22,116700,MORTGAGE,0.0,EDUCATION,A,6000,8.49,0,0.05,N,4
8654,22,30000,RENT,,VENTURE,E,8000,,1,0.27,N,3
4989,22,43000,MORTGAGE,0.0,PERSONAL,B,6650,10.37,0,0.15,N,3
25532,31,85224,OWN,15.0,PERSONAL,B,6000,10.0,0,0.07,N,9
17973,28,216000,MORTGAGE,12.0,VENTURE,D,15000,16.02,0,0.07,Y,8
884,23,11820,RENT,,DEBTCONSOLIDATION,C,1000,14.65,0,0.08,N,3
15848,24,112500,RENT,1.0,PERSONAL,C,16000,12.29,0,0.14,N,3
19018,35,30000,MORTGAGE,2.0,EDUCATION,A,3300,5.99,0,0.11,N,6
661,23,54000,RENT,2.0,PERSONAL,B,20000,11.12,1,0.37,N,2
30772,39,65000,MORTGAGE,17.0,EDUCATION,A,15000,7.9,0,0.23,N,14
5474,23,60000,RENT,5.0,VENTURE,D,5000,16.49,0,0.08,Y,2
9408,21,62000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,6000,7.51,0,0.1,N,2
19316,27,69000,RENT,11.0,VENTURE,A,2500,7.14,0,0.04,N,8
7656,25,58000,RENT,5.0,VENTURE,A,6900,7.66,0,0.12,N,4
12503,24,82000,MORTGAGE,2.0,PERSONAL,A,8000,5.79,0,0.1,N,3
8938,24,50000,RENT,3.0,MEDICAL,B,8000,12.42,0,0.16,N,2
23728,32,30000,RENT,4.0,MEDICAL,D,9325,13.62,1,0.31,N,7
21034,28,53000,RENT,2.0,MEDICAL,A,8500,5.79,0,0.16,N,9
23330,29,61848,OWN,13.0,VENTURE,B,5000,10.38,0,0.08,N,10
19519,32,47004,RENT,7.0,HOMEIMPROVEMENT,C,12000,12.53,1,0.26,N,5
24976,34,79000,MORTGAGE,1.0,PERSONAL,A,4800,9.32,0,0.06,N,6
15793,24,175000,MORTGAGE,9.0,EDUCATION,A,10000,5.42,0,0.06,N,3
17129,22,48000,RENT,7.0,EDUCATION,A,5000,6.99,0,0.1,N,2
23936,27,30000,RENT,3.0,MEDICAL,D,10000,17.58,1,0.33,N,6
30731,45,63000,MORTGAGE,8.0,VENTURE,B,12000,9.91,0,0.19,N,13
30810,42,65000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6000,9.32,0,0.09,N,16
27354,31,67800,RENT,7.0,EDUCATION,B,15000,11.89,0,0.22,N,8
5951,22,47800,MORTGAGE,5.0,PERSONAL,C,1500,13.43,0,0.03,Y,3
17235,22,100000,RENT,3.0,VENTURE,B,10000,10.65,0,0.1,N,2
17355,25,64000,RENT,0.0,DEBTCONSOLIDATION,E,20000,,1,0.31,Y,4
23458,27,63000,MORTGAGE,11.0,EDUCATION,A,1700,8.49,0,0.03,N,5
31461,38,32560,OWN,8.0,PERSONAL,A,6000,8.94,0,0.18,N,16
15075,24,62000,RENT,1.0,MEDICAL,C,1600,13.85,0,0.03,Y,4
31128,47,77533,MORTGAGE,19.0,EDUCATION,B,25000,10.99,0,0.32,N,14
16106,21,18000,RENT,,MEDICAL,C,2400,14.72,0,0.13,N,3
10022,24,27456,RENT,1.0,MEDICAL,C,9250,12.87,1,0.34,N,3
2862,26,64000,RENT,2.0,MEDICAL,A,3000,,0,0.05,N,4
12366,22,80000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10000,8.32,0,0.13,N,2
29608,37,40000,RENT,1.0,VENTURE,B,3000,11.71,0,0.07,N,15
17107,23,60000,RENT,5.0,MEDICAL,A,10000,7.14,0,0.17,N,2
643,23,20004,MORTGAGE,6.0,PERSONAL,A,7125,6.99,0,0.36,N,2
28962,27,58000,RENT,5.0,HOMEIMPROVEMENT,A,5900,9.32,0,0.1,N,6
18289,28,92000,RENT,6.0,EDUCATION,B,22000,12.69,0,0.24,N,9
23534,27,30000,RENT,4.0,PERSONAL,A,8650,8.94,0,0.29,N,6
26012,30,95000,MORTGAGE,14.0,VENTURE,A,5000,6.99,0,0.05,N,10
14812,26,115000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,15000,12.87,0,0.13,Y,3
10007,21,13000,RENT,0.0,DEBTCONSOLIDATION,C,9250,12.53,1,0.71,N,3
31841,40,66000,RENT,0.0,DEBTCONSOLIDATION,C,15575,14.27,0,0.24,Y,13
10270,24,73000,RENT,5.0,MEDICAL,C,9600,13.92,0,0.13,Y,3
7044,21,23000,RENT,5.0,PERSONAL,C,6250,13.48,0,0.27,Y,3
28614,28,29000,RENT,4.0,DEBTCONSOLIDATION,D,10000,16.77,1,0.34,N,10
24069,30,69996,MORTGAGE,14.0,PERSONAL,B,11250,12.21,0,0.16,N,10
17336,25,88000,MORTGAGE,7.0,PERSONAL,B,11000,11.14,0,0.13,N,2
25885,29,92000,MORTGAGE,2.0,EDUCATION,E,25000,19.42,0,0.27,N,8
11953,23,78000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,6000,12.99,0,0.08,N,3
31887,36,171870,MORTGAGE,4.0,MEDICAL,D,9400,15.62,1,0.05,Y,11
30183,37,27052,RENT,2.0,VENTURE,B,6000,10.37,0,0.22,N,12
28097,30,32004,OWN,4.0,VENTURE,A,5500,8.0,0,0.17,N,8
15027,26,25200,RENT,0.0,VENTURE,C,1600,,0,0.06,Y,2
5052,25,41496,RENT,7.0,EDUCATION,B,5000,10.83,1,0.12,N,3
12332,25,80000,MORTGAGE,10.0,EDUCATION,D,25000,15.31,0,0.31,N,2
24923,30,46800,RENT,7.0,EDUCATION,C,11200,13.98,1,0.24,Y,7
24969,27,79000,MORTGAGE,4.0,PERSONAL,A,9000,6.76,0,0.11,N,10
31087,37,75000,MORTGAGE,0.0,VENTURE,C,17000,11.78,0,0.23,N,11
2879,22,35000,MORTGAGE,5.0,MEDICAL,A,5000,7.9,0,0.14,N,3
3327,25,33772,RENT,3.0,HOMEIMPROVEMENT,D,3600,16.02,1,0.11,Y,2
12859,25,85000,MORTGAGE,5.0,VENTURE,B,18000,9.88,0,0.21,N,3
12184,21,80000,MORTGAGE,5.0,EDUCATION,A,12000,5.99,0,0.15,N,2
4424,25,30000,RENT,0.0,HOMEIMPROVEMENT,E,4800,15.95,1,0.16,Y,2
5168,26,72000,RENT,0.0,DEBTCONSOLIDATION,B,9000,10.74,0,0.13,N,2
571,21,19500,MORTGAGE,0.0,EDUCATION,B,15000,9.64,1,0.77,N,2
17100,26,51000,RENT,10.0,PERSONAL,B,5000,12.42,1,0.1,N,2
10732,22,40000,RENT,4.0,EDUCATION,C,10000,14.27,0,0.25,Y,3
11222,24,52000,RENT,2.0,DEBTCONSOLIDATION,B,10000,9.91,0,0.19,N,2
12544,24,60000,RENT,4.0,EDUCATION,B,12000,9.99,0,0.2,N,4
24251,34,64000,MORTGAGE,13.0,PERSONAL,B,24000,10.71,1,0.38,N,7
20369,31,32000,RENT,0.0,HOMEIMPROVEMENT,B,4500,11.14,1,0.14,N,9
10657,24,69996,OWN,4.0,MEDICAL,A,10000,,0,0.14,N,2
10586,24,35000,RENT,3.0,DEBTCONSOLIDATION,C,10000,12.73,0,0.29,Y,4
9002,23,48000,RENT,3.0,DEBTCONSOLIDATION,D,8000,15.58,1,0.17,N,2
15981,24,130000,RENT,7.0,MEDICAL,B,24000,11.49,0,0.18,N,3
6010,23,72000,RENT,7.0,VENTURE,B,5600,11.12,0,0.08,N,2
5675,24,80155,RENT,8.0,MEDICAL,F,5000,,1,0.05,N,3
31576,38,108000,MORTGAGE,7.0,VENTURE,A,4000,7.74,0,0.04,N,11
14889,22,107000,MORTGAGE,6.0,HOMEIMPROVEMENT,E,24000,19.69,1,0.22,Y,2
4506,24,62000,RENT,4.0,PERSONAL,A,4800,7.14,0,0.08,N,3
6286,22,48526,MORTGAGE,0.0,EDUCATION,B,13500,11.14,0,0.28,N,3
30371,38,55000,RENT,0.0,EDUCATION,C,6500,11.03,0,0.12,Y,12
1008,25,61500,RENT,1.0,EDUCATION,C,18000,13.23,0,0.29,Y,2
9937,22,51000,RENT,4.0,EDUCATION,D,9000,15.33,0,0.18,N,4
6489,22,50000,MORTGAGE,6.0,PERSONAL,A,8000,6.03,0,0.16,N,3
14627,25,110000,MORTGAGE,7.0,EDUCATION,A,8000,7.14,0,0.07,N,4
25984,29,65000,RENT,1.0,EDUCATION,B,12800,9.45,0,0.2,N,10
20339,33,37440,RENT,5.0,PERSONAL,B,4400,11.71,0,0.12,N,10
8098,23,55200,MORTGAGE,2.0,DEBTCONSOLIDATION,B,2000,11.86,0,0.04,N,3
23499,30,52576,RENT,3.0,HOMEIMPROVEMENT,A,8400,7.49,1,0.16,N,6
12299,24,80000,MORTGAGE,8.0,EDUCATION,B,18000,10.62,0,0.23,N,2
12816,26,41004,RENT,2.0,MEDICAL,B,3000,11.14,0,0.07,N,2
